Id,prediction,# label
17179880956,1,1.0
17179880957,1,1.0
17179880958,1,1.0
17179880959,1,1.0
17179880960,1,1.0
17179880961,1,1.0
17179880962,1,1.0
17179880963,1,1.0
17179880964,1,1.0
17179880965,1,1.0
17179880966,1,1.0
17179880967,1,1.0
17179880968,1,1.0
17179880969,1,1.0
17179880970,1,1.0
17179880971,1,1.0
17179880972,1,1.0
17179880973,1,1.0
17179880974,1,1.0
17179880975,1,1.0
17179880976,1,1.0
17179880977,1,1.0
17179880978,1,1.0
17179880979,1,1.0
17179880980,1,1.0
17179880981,1,1.0
17179880982,1,1.0
17179880983,1,1.0
17179880984,1,1.0
17179880985,1,1.0
17179880986,1,1.0
17179880987,1,1.0
17179880988,1,1.0
17179880989,1,1.0
17179880990,1,1.0
17179880991,1,1.0
17179880992,1,1.0
17179880993,1,1.0
17179880994,1,1.0
17179880995,1,1.0
17179880996,1,1.0
17179880997,1,1.0
17179880998,1,1.0
17179880999,1,1.0
17179881000,1,1.0
17179881001,1,1.0
17179881002,1,1.0
17179881003,1,1.0
17179881004,1,1.0
17179881005,1,1.0
17179881006,1,1.0
17179881007,1,1.0
17179881008,1,1.0
17179881009,1,1.0
17179881010,1,1.0
17179881011,1,1.0
17179881012,1,1.0
17179881013,1,1.0
17179881014,1,1.0
17179881015,1,1.0
17179881016,1,1.0
17179881017,1,1.0
17179881018,1,1.0
17179881019,1,1.0
17179881020,1,1.0
17179881021,1,1.0
17179881022,1,1.0
17179881023,1,1.0
17179881024,1,1.0
17179881025,1,1.0
17179881026,1,1.0
17179881027,1,1.0
17179881028,1,1.0
17179881029,1,1.0
17179881030,1,1.0
17179881031,1,1.0
17179881032,1,1.0
17179881033,1,1.0
17179881034,1,1.0
17179881035,1,1.0
17179881036,1,1.0
17179881037,1,1.0
17179881038,1,1.0
17179881039,1,1.0
17179881040,1,1.0
17179881041,1,1.0
17179881042,1,1.0
17179881043,1,1.0
17179881044,1,1.0
17179881045,1,1.0
17179881046,1,1.0
17179881047,1,1.0
17179881048,1,1.0
17179881049,1,1.0
17179881050,1,1.0
17179881051,1,1.0
17179881052,1,1.0
17179881053,1,1.0
17179881054,1,1.0
17179881055,1,1.0
17179881056,1,1.0
17179881057,1,1.0
17179881058,1,1.0
17179881059,1,1.0
17179881060,1,1.0
17179881061,1,1.0
17179881062,1,1.0
17179881063,1,1.0
17179881064,1,1.0
17179881065,1,1.0
17179881066,1,1.0
17179881067,1,1.0
17179881068,1,1.0
17179881069,1,1.0
17179881070,1,1.0
17179881071,1,1.0
17179881072,1,1.0
17179881073,1,1.0
17179881074,1,1.0
17179881075,1,1.0
17179881076,1,1.0
17179881077,1,1.0
17179881078,1,1.0
17179881079,1,1.0
17179881080,1,1.0
17179881081,1,1.0
17179881082,1,1.0
17179881083,1,1.0
17179881084,1,1.0
17179881085,1,1.0
17179881086,1,1.0
17179881087,1,1.0
25769803776,1,0.0
25769803777,1,0.0
25769803778,1,0.0
25769803779,1,0.0
25769803780,1,0.0
25769803781,1,0.0
25769803782,1,0.0
25769803783,1,0.0
25769803784,1,0.0
25769803785,1,0.0
25769803786,1,0.0
25769803787,1,0.0
25769803788,1,0.0
25769803789,1,0.0
25769803790,1,0.0
25769803791,1,0.0
25769803792,1,0.0
25769803793,1,0.0
25769803794,1,0.0
25769803795,1,0.0
25769803796,1,0.0
25769803797,1,0.0
25769803798,1,0.0
25769803799,1,0.0
25769803800,1,0.0
25769803801,1,0.0
25769803802,1,0.0
25769803803,1,0.0
25769803804,1,0.0
25769803805,1,0.0
25769803806,1,0.0
25769803807,1,0.0
25769803808,1,0.0
25769803809,1,0.0
25769803810,1,0.0
25769803811,1,0.0
25769803812,1,0.0
25769803813,1,0.0
25769803814,1,0.0
25769803815,1,0.0
25769803816,1,0.0
25769803817,1,0.0
25769803818,1,0.0
25769803819,1,0.0
25769803820,1,0.0
25769803821,1,0.0
25769803822,1,0.0
25769803823,1,0.0
25769803824,1,0.0
25769803825,1,0.0
25769803826,1,0.0
25769803827,1,0.0
25769803828,1,0.0
25769803829,1,0.0
25769803830,1,0.0
25769803831,1,0.0
25769803832,1,0.0
25769803833,1,0.0
25769803834,1,0.0
25769803835,1,0.0
25769803836,1,0.0
25769803837,1,0.0
25769803838,1,0.0
25769803839,1,0.0
25769803840,1,0.0
25769803841,1,0.0
25769803842,1,0.0
25769803843,1,0.0
25769803844,1,0.0
25769803845,1,0.0
25769803846,1,0.0
25769803847,1,0.0
25769803848,1,0.0
25769803849,1,0.0
25769803850,1,0.0
25769803851,1,0.0
25769803852,1,0.0
25769803853,1,0.0
25769803854,1,0.0
25769803855,1,0.0
25769803856,1,0.0
25769803857,1,0.0
25769803858,1,0.0
25769803859,1,0.0
25769803860,1,0.0
25769803861,1,0.0
25769803862,1,0.0
25769803863,1,0.0
25769803864,1,0.0
25769803865,1,0.0
25769803866,1,0.0
25769803867,1,0.0
25769803868,1,0.0
25769803869,1,0.0
25769803870,1,0.0
25769803871,1,0.0
25769803872,1,0.0
25769803873,1,0.0
25769803874,1,0.0
25769803875,1,0.0
25769803876,1,0.0
25769803877,1,0.0
25769803878,1,0.0
25769803879,1,0.0
25769803880,1,0.0
25769803881,1,0.0
25769803882,1,0.0
25769803883,1,0.0
25769803884,1,0.0
25769803885,1,0.0
25769803886,1,0.0
25769803887,1,0.0
25769803888,1,0.0
25769803889,1,0.0
25769803890,1,0.0
25769803891,1,0.0
25769803892,1,0.0
25769803893,1,0.0
25769803894,1,0.0
25769803895,1,0.0
25769803896,1,0.0
25769803897,1,0.0
25769803898,1,0.0
25769803899,1,0.0
25769803900,1,0.0
25769803901,1,0.0
25769803902,1,0.0
25769803903,1,0.0
25769803904,1,0.0
25769803905,1,0.0
25769803906,1,0.0
25769803907,1,0.0
25769803908,1,0.0
25769803909,1,0.0
25769803910,1,0.0
25769803911,1,0.0
25769803912,1,0.0
25769803913,1,0.0
25769803914,1,0.0
25769803915,1,0.0
25769803916,1,0.0
25769803917,1,0.0
25769803918,1,0.0
25769803919,1,0.0
25769803920,1,0.0
25769803921,1,0.0
25769803922,1,0.0
25769803923,1,0.0
25769803924,1,0.0
25769803925,1,0.0
25769803926,1,0.0
25769803927,1,0.0
25769803928,1,0.0
25769803929,1,0.0
25769803930,1,0.0
25769803931,1,0.0
25769803932,1,0.0
25769803933,1,0.0
25769803934,1,0.0
25769803935,1,0.0
25769803936,1,0.0
25769803937,1,0.0
25769803938,1,0.0
25769803939,1,0.0
25769803940,1,0.0
25769803941,1,0.0
25769803942,1,0.0
25769803943,1,0.0
25769803944,1,0.0
25769803945,1,0.0
25769803946,1,0.0
25769803947,1,0.0
25769803948,1,0.0
25769803949,1,0.0
25769803950,1,0.0
25769803951,1,0.0
25769803952,1,0.0
25769803953,1,0.0
25769803954,1,0.0
25769803955,1,0.0
25769803956,1,0.0
25769803957,1,0.0
25769803958,1,0.0
25769803959,1,0.0
25769803960,1,0.0
25769803961,1,0.0
25769803962,1,0.0
25769803963,1,0.0
25769803964,1,0.0
25769803965,1,0.0
25769803966,1,0.0
25769803967,1,0.0
25769803968,1,0.0
25769803969,1,0.0
25769803970,1,0.0
25769803971,1,0.0
25769803972,1,0.0
25769803973,1,0.0
25769803974,1,0.0
25769803975,1,0.0
25769803976,1,0.0
25769803977,1,0.0
25769803978,1,0.0
25769803979,1,0.0
25769803980,1,0.0
25769803981,1,0.0
25769803982,1,0.0
25769803983,1,0.0
25769803984,1,0.0
25769803985,1,0.0
25769803986,1,0.0
25769803987,1,0.0
25769803988,1,0.0
25769803989,1,0.0
25769803990,1,0.0
25769803991,1,0.0
25769803992,1,0.0
25769803993,1,0.0
25769803994,1,0.0
25769803995,1,0.0
25769803996,1,0.0
25769803997,1,0.0
25769803998,1,0.0
25769803999,1,0.0
25769804000,1,0.0
25769804001,1,0.0
25769804002,1,0.0
25769804003,1,0.0
25769804004,1,0.0
25769804005,1,0.0
25769804006,1,0.0
25769804007,1,0.0
25769804008,1,0.0
25769804009,1,0.0
25769804010,1,0.0
25769804011,1,0.0
25769804012,1,0.0
25769804013,1,0.0
25769804014,1,0.0
25769804015,1,0.0
25769804016,1,0.0
25769804017,1,0.0
25769804018,1,0.0
25769804019,1,0.0
25769804020,1,0.0
25769804021,1,0.0
25769804022,1,0.0
25769804023,1,0.0
25769804024,1,0.0
25769804025,1,0.0
25769804026,1,0.0
25769804027,1,0.0
25769804028,1,0.0
25769804029,1,0.0
25769804030,1,0.0
25769804031,1,0.0
25769804032,1,0.0
25769804033,1,0.0
25769804034,1,0.0
25769804035,1,0.0
25769804036,1,0.0
25769804037,1,0.0
25769804038,1,0.0
25769804039,1,0.0
25769804040,1,0.0
25769804041,1,0.0
25769804042,1,0.0
25769804043,1,0.0
25769804044,1,0.0
25769804045,1,0.0
25769804046,1,0.0
25769804047,1,0.0
25769804048,1,0.0
25769804049,1,0.0
25769804050,1,0.0
25769804051,1,0.0
25769804052,1,0.0
25769804053,1,0.0
25769804054,1,0.0
25769804055,1,0.0
25769804056,1,0.0
25769804057,1,0.0
25769804058,1,0.0
25769804059,1,0.0
25769804060,1,0.0
25769804061,1,0.0
25769804062,1,0.0
25769804063,1,0.0
25769804064,1,0.0
25769804065,1,0.0
25769804066,1,0.0
25769804067,1,0.0
25769804068,1,0.0
25769804069,1,0.0
25769804070,1,0.0
25769804071,1,0.0
25769804072,1,0.0
25769804073,1,0.0
25769804074,1,0.0
25769804075,1,0.0
25769804076,1,0.0
25769804077,1,0.0
25769804078,1,0.0
25769804079,1,0.0
25769804080,1,0.0
25769804081,1,0.0
25769804082,1,0.0
25769804083,1,0.0
25769804084,1,0.0
25769804085,1,0.0
25769804086,1,0.0
25769804087,1,0.0
25769804088,1,0.0
25769804089,1,0.0
25769804090,1,0.0
25769804091,1,0.0
25769804092,1,0.0
25769804093,1,0.0
25769804094,1,0.0
25769804095,1,0.0
25769804096,1,0.0
25769804097,1,0.0
25769804098,1,0.0
25769804099,1,0.0
25769804100,1,0.0
25769804101,1,0.0
25769804102,1,0.0
25769804103,1,0.0
25769804104,1,0.0
25769804105,1,0.0
25769804106,1,0.0
25769804107,1,0.0
25769804108,1,0.0
25769804109,1,0.0
25769804110,1,0.0
25769804111,1,0.0
25769804112,1,0.0
25769804113,1,0.0
25769804114,1,0.0
25769804115,1,0.0
25769804116,1,0.0
25769804117,1,0.0
25769804118,1,0.0
25769804119,1,0.0
25769804120,1,0.0
25769804121,1,0.0
25769804122,1,0.0
25769804123,1,0.0
25769804124,1,0.0
25769804125,1,0.0
25769804126,1,0.0
25769804127,1,0.0
25769804128,1,0.0
25769804129,1,0.0
25769804130,1,0.0
25769804131,1,0.0
25769804132,1,0.0
25769804133,1,0.0
25769804134,1,0.0
25769804135,1,0.0
25769804136,1,0.0
25769804137,1,0.0
25769804138,1,0.0
25769804139,1,0.0
25769804140,1,0.0
25769804141,1,0.0
25769804142,1,0.0
25769804143,1,0.0
25769804144,1,0.0
25769804145,1,0.0
25769804146,1,0.0
25769804147,1,0.0
25769804148,1,0.0
25769804149,1,0.0
25769804150,1,0.0
25769804151,1,0.0
25769804152,1,0.0
25769804153,1,0.0
25769804154,1,0.0
25769804155,1,0.0
25769804156,1,0.0
25769804157,1,0.0
25769804158,1,0.0
25769804159,1,0.0
