Id,prediction,# label
17179890964,0,0
17179890965,0,0
17179890966,0,0
17179890967,1,0
17179890968,0,0
17179890969,0,0
17179890970,0,0
17179890971,0,0
17179890972,0,0
17179890973,0,0
17179890974,0,0
17179890975,0,0
17179890976,0,0
17179890977,0,0
17179890978,1,0
17179890979,0,0
17179890980,1,0
17179890981,0,0
17179890982,0,0
17179890983,0,0
17179890984,0,0
17179890985,0,0
17179890986,0,0
17179890987,1,0
17179890988,0,0
17179890989,0,0
17179890990,0,0
17179890991,0,0
17179890992,1,0
17179890993,0,0
17179890994,0,0
17179890995,0,0
17179890996,0,0
17179890997,0,0
17179890998,1,0
17179890999,0,0
17179891000,1,0
17179891001,1,0
17179891002,0,0
17179891003,0,0
17179891004,0,0
17179891005,0,0
17179891006,0,0
17179891007,0,0
17179891008,1,0
17179891009,0,0
17179891010,0,0
17179891011,0,0
17179891012,0,0
17179891013,0,0
17179891014,1,0
17179891015,0,0
17179891016,0,0
17179891017,0,0
17179891018,0,0
17179891019,0,0
17179891020,0,0
17179891021,0,0
17179891022,1,0
17179891023,0,0
17179891024,1,0
17179891025,0,0
17179891026,0,0
17179891027,0,0
17179891028,0,0
17179891029,0,0
17179891030,0,0
17179891031,0,0
17179891032,0,0
17179891033,0,0
17179891034,1,0
17179891035,0,0
17179891036,0,0
17179891037,0,0
17179891038,0,0
17179891039,0,0
17179891040,0,0
17179891041,0,0
17179891042,1,0
17179891043,0,0
17179891044,0,0
17179891045,0,0
17179891046,0,0
17179891047,0,0
17179891048,0,0
17179891049,0,0
17179891050,1,0
17179891051,0,0
17179891052,0,0
17179891053,0,0
17179891054,0,0
17179891055,1,0
17179891056,0,0
17179891057,0,0
17179891058,0,0
17179891059,0,0
17179891060,0,0
17179891061,0,0
17179891062,1,0
17179891063,1,0
17179891064,0,0
17179891065,1,0
17179891066,1,0
17179891067,0,0
17179891068,0,0
17179891069,0,0
17179891070,0,0
17179891071,1,0
17179891072,0,0
17179891073,0,0
17179891074,1,0
17179891075,0,0
17179891076,1,0
17179891077,1,0
17179891078,0,0
17179891079,0,0
17179891080,1,0
17179891081,1,0
17179891082,0,0
17179891083,0,0
17179891084,0,0
17179891085,0,0
17179891086,1,0
17179891087,1,0
17179891088,0,0
17179891089,0,0
17179891090,1,0
17179891091,0,0
17179891092,0,0
17179891093,0,0
17179891094,0,0
17179891095,0,0
17179891096,0,0
17179891097,1,0
17179891098,0,0
17179891099,0,0
17179891100,1,0
17179891101,0,0
17179891102,1,0
17179891103,0,0
17179891104,0,0
17179891105,0,0
17179891106,0,0
17179891107,1,0
17179891108,0,0
17179891109,0,0
17179891110,0,0
17179891111,0,0
17179891112,0,0
17179891113,0,0
17179891114,1,0
17179891115,0,0
17179891116,0,0
17179891117,0,0
17179891118,0,0
17179891119,1,0
17179891120,0,0
17179891121,0,0
17179891122,0,0
17179891123,0,0
17179891124,0,0
17179891125,0,0
17179891126,1,0
17179891127,0,0
17179891128,1,0
17179891129,0,0
17179891130,1,0
17179891131,0,0
17179891132,0,0
17179891133,0,0
17179891134,0,0
17179891135,0,0
17179891136,0,0
17179891137,0,0
17179891138,0,0
17179891139,0,0
17179891140,1,0
17179891141,0,0
17179891142,0,0
