Id,prediction,# label
34359780270,1,1
34359780271,1,1
34359780272,1,1
34359780273,1,1
34359780274,1,1
34359780275,1,1
34359780276,1,1
34359780277,1,1
34359780278,0,1
34359780279,0,1
34359780280,1,1
34359780281,1,1
34359780282,1,1
34359780283,1,1
34359780284,1,1
34359780285,1,1
34359780286,0,1
34359780287,1,1
34359780288,1,1
34359780289,1,1
34359780290,1,1
34359780291,0,1
34359780292,1,1
34359780293,1,1
34359780294,1,1
34359780295,1,1
34359780296,1,1
34359780297,1,1
34359780298,1,1
34359780299,1,1
34359780300,1,1
34359780301,1,1
34359780302,1,1
34359780303,1,1
34359780304,1,1
34359780305,1,1
34359780306,1,1
34359780307,0,1
34359780308,1,1
34359780309,1,1
34359780310,1,1
34359780311,1,1
34359780312,1,1
34359780313,1,1
34359780314,1,1
34359780315,1,1
34359780316,1,1
34359780317,1,1
34359780318,1,1
34359780319,0,1
34359780320,1,1
34359780321,1,1
34359780322,0,1
34359780323,1,1
34359780324,1,1
34359780325,1,1
34359780326,1,1
34359780327,1,1
34359780328,1,1
34359780329,1,1
34359780330,1,1
34359780331,1,1
34359780332,0,1
34359780333,1,1
34359780334,1,1
34359780335,1,1
34359780336,1,1
34359780337,0,1
34359780338,0,1
34359780339,1,1
34359780340,1,1
34359780341,1,1
34359780342,0,1
34359780343,1,1
34359780344,1,1
34359780345,1,1
34359780346,1,1
34359780347,0,1
34359780348,0,1
34359780349,1,1
34359780350,1,1
34359780351,1,1
34359780352,0,1
34359780353,1,1
34359780354,1,1
34359780355,1,1
34359780356,1,1
34359780357,1,1
34359780358,1,1
34359780359,1,1
34359780360,0,1
34359780361,0,1
34359780362,1,1
34359780363,1,1
34359780364,1,1
34359780365,1,1
34359780366,1,1
34359780367,1,1
34359780368,1,1
34359780369,0,1
34359780370,1,1
34359780371,1,1
34359780372,0,1
34359780373,1,1
34359780374,1,1
34359780375,0,1
34359780376,1,1
34359780377,1,1
34359780378,1,1
34359780379,1,1
34359780380,0,1
34359780381,0,1
34359780382,1,1
34359780383,1,1
34359780384,1,1
34359780385,1,1
34359780386,0,1
34359780387,1,1
34359780388,1,1
34359780389,1,1
34359780390,1,1
34359780391,0,1
34359780392,0,1
34359780393,1,1
34359780394,1,1
34359780395,0,1
34359780396,1,1
34359780397,0,1
34359780398,0,1
34359780399,1,1
34359780400,1,1
34359780401,1,1
34359780402,1,1
34359780403,0,1
34359780404,1,1
34359780405,0,1
34359780406,1,1
34359780407,1,1
34359780408,1,1
34359780409,1,1
34359780410,1,1
34359780411,1,1
34359780412,0,1
34359780413,1,1
34359780414,1,1
34359780415,1,1
34359780416,1,1
34359780417,1,1
34359780418,1,1
34359780419,1,1
34359780420,1,1
34359780421,1,1
34359780422,1,1
34359780423,0,1
34359780424,0,1
34359780425,1,1
34359780426,1,1
34359780427,0,1
34359780428,1,1
34359780429,1,1
34359780430,1,1
34359780431,1,1
34359780432,1,1
34359780433,1,1
34359780434,1,1
34359780435,1,1
34359780436,1,1
34359780437,0,1
34359780438,1,1
34359780439,1,1
34359780440,1,1
34359780441,1,1
34359780442,1,1
34359780443,0,1
34359780444,1,1
34359780445,1,1
34359780446,1,1
34359780447,1,1
34359780448,1,1
34359780449,1,1
34359780450,1,1
34359780451,1,1
34359780452,1,1
34359780453,1,1
34359780454,1,1
34359780455,1,1
34359780456,1,1
34359780457,1,1
34359780458,1,1
34359780459,1,1
34359780460,1,1
34359780461,1,1
34359780462,1,1
34359780463,1,1
34359780464,1,1
34359780465,0,1
34359780466,1,1
34359780467,1,1
34359780468,1,1
34359780469,1,1
34359780470,1,1
34359780471,1,1
34359780472,1,1
34359780473,1,1
34359780474,1,1
34359780475,0,1
34359780476,1,1
34359780477,0,1
34359780478,1,1
34359780479,1,1
34359780480,1,1
34359780481,1,1
34359780482,1,1
34359780483,1,1
34359780484,1,1
34359780485,1,1
34359780486,0,1
34359780487,1,1
34359780488,0,1
34359780489,1,1
34359780490,1,1
34359780491,1,1
34359780492,1,1
34359780493,1,1
34359780494,1,1
34359780495,1,1
34359780496,1,1
34359780497,1,1
34359780498,1,1
34359780499,1,1
34359780500,1,1
34359780501,1,1
34359780502,1,1
34359780503,1,1
34359780504,1,1
34359780505,1,1
34359780506,1,1
34359780507,1,1
34359780508,0,1
34359780509,1,1
34359780510,1,1
34359780511,1,1
34359780512,1,1
34359780513,1,1
34359780514,1,1
34359780515,1,1
34359780516,1,1
34359780517,1,1
34359780518,0,1
34359780519,1,1
34359780520,1,1
34359780521,0,1
34359780522,1,1
34359780523,1,1
34359780524,1,1
34359780525,1,1
34359780526,1,1
34359780527,1,1
34359780528,0,1
34359780529,1,1
34359780530,1,1
34359780531,0,1
34359780532,1,1
34359780533,1,1
34359780534,1,1
34359780535,1,1
34359780536,1,1
34359780537,1,1
34359780538,0,1
34359780539,0,1
34359780540,1,1
34359780541,1,1
34359780542,1,1
34359780543,0,1
34359780544,1,1
34359780545,1,1
34359780546,1,1
34359780547,1,1
34359780548,0,1
34359780549,0,1
34359780550,0,1
34359780551,1,1
34359780552,0,1
34359780553,1,1
34359780554,1,1
34359780555,1,1
34359780556,1,1
34359780557,1,1
34359780558,1,1
34359780559,1,1
34359780560,1,1
34359780561,1,1
34359780562,1,1
34359780563,1,1
34359780564,1,1
34359780565,1,1
34359780566,1,1
34359780567,1,1
34359780568,1,1
34359780569,1,1
34359780570,1,1
34359780571,1,1
34359780572,1,1
34359780573,1,1
34359780574,1,1
34359780575,1,1
34359780576,1,1
34359780577,1,1
34359780578,1,1
34359780579,1,1
34359780580,1,1
34359780581,0,1
34359780582,1,1
34359780583,1,1
34359780584,1,1
34359780585,1,1
34359780586,1,1
34359780587,0,1
34359780588,1,1
34359780589,1,1
34359780590,1,1
34359780591,1,1
34359780592,1,1
34359780593,1,1
34359780594,0,1
34359780595,0,1
34359780596,1,1
34359780597,1,1
34359780598,1,1
34359780599,1,1
34359780600,1,1
34359780601,1,1
34359780602,0,1
34359780603,1,1
34359780604,1,1
34359780605,1,1
34359780606,1,1
34359780607,1,1
34359780608,1,1
34359780609,1,1
34359780610,1,1
34359780611,0,1
34359780612,0,1
34359780613,1,1
34359780614,1,1
34359780615,1,1
34359780616,1,1
34359780617,1,1
34359780618,0,1
34359780619,0,1
34359780620,0,1
34359780621,1,1
34359780622,1,1
34359780623,1,1
34359780624,1,1
34359780625,1,1
34359780626,1,1
34359780627,1,1
34359780628,0,1
34359780629,0,1
34359780630,1,1
34359780631,1,1
34359780632,0,1
34359780633,1,1
34359780634,0,1
34359780635,0,1
34359780636,1,1
34359780637,1,1
34359780638,1,1
34359780639,1,1
34359780640,1,1
34359780641,0,1
34359780642,1,1
34359780643,1,1
34359780644,1,1
34359780645,1,1
34359780646,1,1
34359780647,1,1
34359780648,0,1
34359780649,1,1
34359780650,0,1
34359780651,0,1
34359780652,1,1
34359780653,1,1
34359780654,0,1
34359780655,1,1
34359780656,1,1
34359780657,1,1
34359780658,1,1
34359780659,1,1
34359780660,1,1
34359780661,0,1
34359780662,1,1
34359780663,1,1
34359780664,1,1
34359780665,1,1
34359780666,1,1
34359780667,1,1
34359780668,1,1
34359780669,0,1
34359780670,0,1
34359780671,1,1
34359780672,1,1
34359780673,1,1
34359780674,1,1
34359780675,1,1
34359780676,1,1
34359780677,1,1
34359780678,1,1
34359780679,1,1
34359780680,1,1
34359780681,1,1
34359780682,1,1
34359780683,0,1
34359780684,1,1
34359780685,1,1
34359780686,1,1
34359780687,1,1
34359780688,1,1
34359780689,1,1
34359780690,0,1
34359780691,0,1
34359780692,1,1
34359780693,1,1
34359780694,0,1
34359780695,1,1
34359780696,1,1
34359780697,1,1
34359780698,1,1
34359780699,1,1
34359780700,1,1
34359780701,0,1
34359780702,0,1
34359780703,1,1
34359780704,0,1
34359780705,1,1
34359780706,1,1
34359780707,1,1
34359780708,1,1
34359780709,1,1
34359780710,1,1
34359780711,1,1
34359780712,1,1
34359780713,1,1
34359780714,1,1
34359780715,1,1
34359780716,1,1
34359780717,1,1
34359780718,0,1
34359780719,0,1
34359780720,0,1
34359780721,1,1
34359780722,1,1
34359780723,1,1
34359780724,0,1
34359780725,1,1
34359780726,1,1
34359780727,1,1
34359780728,1,1
34359780729,1,1
34359780730,1,1
34359780731,1,1
34359780732,1,1
34359780733,1,1
34359780734,1,1
34359780735,1,1
34359780736,0,1
34359780737,1,1
34359780738,0,1
34359780739,1,1
34359780740,1,1
34359780741,1,1
34359780742,1,1
34359780743,1,1
34359780744,1,1
34359780745,1,1
34359780746,1,1
34359780747,1,1
34359780748,1,1
34359780749,0,1
34359780750,0,1
34359780751,1,1
34359780752,1,1
34359780753,1,1
34359780754,1,1
34359780755,1,1
34359780756,1,1
34359780757,0,1
34359780758,1,1
34359780759,0,1
34359780760,1,1
34359780761,1,1
34359780762,1,1
34359780763,1,1
34359780764,1,1
34359780765,0,1
34359780766,1,1
34359780767,0,1
34359780768,1,1
34359780769,1,1
34359780770,1,1
34359780771,1,1
34359780772,1,1
34359780773,1,1
34359780774,0,1
34359780775,1,1
34359780776,1,1
34359780777,1,1
34359780778,1,1
34359780779,1,1
34359780780,1,1
34359780781,1,1
34359780782,1,1
34359780783,1,1
34359780784,1,1
34359780785,0,1
34359780786,1,1
34359780787,1,1
34359780788,1,1
34359780789,1,1
34359780790,1,1
34359780791,0,1
34359780792,1,1
34359780793,1,1
34359780794,0,1
34359780795,1,1
34359780796,1,1
34359780797,1,1
34359780798,1,1
34359780799,1,1
34359780800,1,1
34359780801,0,1
34359780802,1,1
